"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"491","90100","PV21  ","  410430","   19490","    47.5","    6640","    26.0","    5570","    22.0","    2830","    11.0","    6980","    1920","    18.0","    5610","    29.0","    80.5","    4390","    10.5"
"492","90100","PV22  ","  305760","   12190","    40.0","    4450","    27.0","    3980","    24.0","    2070","    12.5","    6910","    1920","    21.0","    5280","    43.5","    76.5","    4270","    14.0"
"493","90100","PV23  ","  738490","   28410","    38.5","    9570","    26.0","    8010","    21.5","    4060","    11.0","   11040","    3070","    18.0","    8940","    31.5","    81.0","    7900","    10.5"
"494","90100","PV24  ","  274940","   10790","    39.0","    4130","    28.0","    3470","    23.5","    1760","    12.0","    4360","    1380","    20.0","    3460","    32.0","    79.5","    1300","     4.5"
"495","90100","PV25  "," 1319660","   44630","    34.0","   15030","    26.0","   12170","    21.0","    6110","    10.5","   19680","    4900","    18.5","   15030","    33.5","    76.5","   12700","     9.5"
"496","90100","PV26  ","  846010","   26200","    31.0","    8950","    26.5","    7040","    21.0","    3330","    10.0","    8160","    2460","    19.5","    6350","    24.0","    78.0","    4140","     5.0"
"497","90100","PV27  "," 1863590","   76990","    41.5","   22340","    22.5","   19330","    19.5","    9620","    10.0","   30440","    6450","    16.5","   20130","    26.0","    66.0","    9990","     5.5"
"498","90100","PV28  "," 2396820","  118880","    49.5","   37370","    24.5","   30560","    20.0","   14710","     9.5","   35960","   10660","    15.0","   29110","    24.5","    81.0","   14260","     6.0"
"499","90100","PV29  ","  237570","    7760","    32.5","    2740","    27.5","    2040","    20.5","    1100","    11.0","    3130","     760","    15.5","    2410","    31.0","    77.0","    2460","    10.5"
"500","90100","PV30  "," 1636400","   51210","    31.5","   17600","    26.5","   13830","    21.0","    6930","    10.5","   17780","    4830","    17.5","   13960","    27.5","    78.5","   18240","    11.0"
"501","90100","PV31  ","  725670","   29930","    41.0","    9550","    24.5","    7900","    20.5","    3830","    10.0","   11340","    2680","    18.5","    8460","    28.5","    74.5","   10620","    14.5"
"502","90100","CR01  ","   93480","    5040","    54.0","    2010","    29.0","    1600","    23.0","     780","    11.5","    3500","     860","    18.5","    2920","    58.0","    83.5","    2800","    30.0"
"503","90100","CR02  ","   29430","    1770","    60.0","     640","    27.0","     530","    22.5","     280","    12.0","     450","     160","    13.0","     420","    23.5","    91.5","     480","    16.5"
"504","90100","CR03  ","  269850","   14990","    55.5","    4930","    25.0","    4440","    22.5","    2380","    12.0","    5710","    1430","    18.0","    4640","    31.0","    81.5","    2630","     9.5"
"505","90100","CR04  ","  208970","   10740","    51.5","    3580","    25.5","    3040","    21.5","    1460","    10.5","    3380","     900","    15.5","    2730","    25.5","    81.0","    2240","    11.0"
"506","90100","CR05  ","   84070","    3490","    41.5","    1180","    26.5","     890","    20.0","     500","    11.0","    1600","     300","    16.0","    1260","    36.0","    78.5","     720","     8.5"
"507","90100","CR06  ","  117380","    5270","    45.0","    1880","    26.5","    1640","    23.5","     870","    12.5","    2010","     730","    25.5","    1620","    30.5","    80.5","    1430","    12.0"
"508","90100","CR07  ","  117630","    4090","    35.0","    1790","    31.0","    1530","    26.5","     830","    14.5","    1670","     570","    21.5","    1180","    29.0","    71.0","    1310","    11.0"
"509","90100","CR08  ","  106660","    5460","    51.0","    1650","    23.0","    1550","    21.5","     770","    11.0","    2740","     770","    22.0","    2020","    37.0","    73.5","    1670","    15.5"
"510","90100","CR09  ","   81470","    2650","    32.5","    1010","    28.0","     900","    24.5","     470","    13.0","    2500","     590","    19.0","    2080","    78.5","    83.5","    1290","    16.0"
"511","90100","CR10  ","  235280","    7120","    30.5","    2510","    27.0","    2100","    22.5","    1090","    12.0","    3040","    1080","    23.0","    2400","    34.0","    79.0","    2140","     9.0"
"512","90100","CR11  ","  100100","    3700","    37.0","    1310","    27.5","     940","    20.0","     470","    10.0","    1640","     550","    24.5","    1340","    36.0","    81.5","    1200","    12.0"
"513","90100","CR12  ","  403110","   17590","    43.5","    5750","    25.0","    4960","    21.5","    2490","    11.0","    6370","    1440","    14.0","    5200","    29.5","    81.5","    4560","    11.5"
"514","90100","CR13  ","  429800","   10700","    25.0","    4060","    28.5","    3290","    23.0","    1690","    12.0","    8350","    1890","    18.5","    6690","    62.5","    80.0","    3340","     8.0"
"515","90100","CR14  ","  250830","    7290","    29.0","    2630","    27.5","    2150","    22.5","    1090","    11.5","    4620","    1200","    20.5","    3430","    47.0","    74.0","    3180","    12.5"
"516","90100","CR15  ","  484290","   22640","    46.5","    6920","    24.0","    5650","    19.5","    2780","     9.5","    4640","    1320","    17.0","    3260","    14.5","    70.0","    4900","    10.0"
"517","90100","CR16  ","  154730","    3990","    26.0","    1410","    27.5","    1090","    21.0","     550","    10.5","    2070","     500","    20.5","    1650","    41.5","    80.0","    1290","     8.5"
"518","90100","CR17  ","  846010","   26200","    31.0","    8950","    26.5","    7040","    21.0","    3330","    10.0","    8160","    2460","    19.5","    6350","    24.0","    78.0","    4140","     5.0"
"519","90100","CR18  ","  239010","    6580","    27.5","    2260","    26.5","    1750","    20.5","     960","    11.0","    2040","     460","    14.5","    1660","    25.0","    81.0","    1530","     6.5"
"520","90100","CR19  ","  154120","    4230","    27.5","    1470","    27.0","    1140","    21.0","     620","    11.5","    1540","     410","    17.0","    1210","    28.5","    78.5","     930","     6.0"
"521","90100","CR20  ","  125860","    3880","    31.0","    1310","    26.0","    1100","    22.0","     560","    11.0","    1240","     420","    19.5","     960","    24.5","    77.0","     740","     6.0"
"522","90100","CR21  ","  146940","    4600","    31.5","    1460","    25.0","    1160","    20.0","     540","     9.0","    1500","     200","    14.5","    1000","    21.5","    66.5","     870","     6.0"
"523","90100","CR22  ","  110010","    4570","    41.5","    1490","    25.5","    1240","    21.0","     590","    10.0","    1020","     450","    23.5","     730","    16.0","    71.5","     500","     4.5"
"524","90100","CR23  ","  933370","   48490","    52.0","   12890","    21.0","   11830","    19.0","    5820","     9.5","   21330","    4090","    16.5","   13090","    27.0","    61.5","    4770","     5.0"
"525","90100","CR24  ","  154280","    4640","    30.0","    1460","    25.5","    1110","    19.0","     540","     9.5","    1770","     410","    17.0","    1490","    32.0","    84.0","     660","     4.5"
"526","90100","CR25  ","  276870","    7150","    26.0","    2510","    27.0","    1990","    21.5","    1010","    11.0","    2050","     900","    26.0","    1630","    23.0","    79.5","    1910","     7.0"
"527","90100","CR26  ","  565110","   34800","    61.5","   11430","    25.5","    9020","    20.0","    4230","     9.5","   13560","    3430","    14.0","   10950","    31.5","    81.0","    2800","     5.0"
"528","90100","CR27  ","  154510","    4680","    30.5","    1580","    26.0","    1360","    22.5","     670","    11.0","    1590","     650","    21.0","    1330","    28.5","    83.5","     930","     6.0"
"529","90100","CR28  ","  206690","    5110","    24.5","    1920","    29.0","    1500","    22.5","     770","    11.5","    1500","     470","    20.5","    1100","    21.5","    73.5","    1500","     7.0"
"530","90100","CR29  ","  937070","   58220","    62.0","   16950","    23.0","   14260","    19.5","    6810","     9.0","   15140","    4540","    13.0","   12460","    21.5","    82.5","    5210","     5.5"
"531","90100","CR30  ","  256580","    8930","    35.0","    2980","    26.0","    2440","    21.5","    1220","    10.5","    2120","     670","    22.0","    1640","    18.5","    77.5","    1910","     7.5"
"532","90100","CR31  ","   65390","    1820","    28.0","     640","    26.5","     530","    22.5","     250","    10.5","    1230","     300","    21.5","     920","    50.5","    74.5","     790","    12.0"
"533","90100","CR32  ","  172190","    5940","    34.5","    2100","    28.0","    1500","    20.0","     840","    11.0","    1900","     460","    13.0","    1490","    25.0","    79.0","    1670","     9.5"
"534","90100","CR33  ","  407480","   13400","    33.0","    4520","    26.0","    3560","    20.5","    1730","    10.0","    5870","    1400","    18.0","    4430","    33.0","    75.5","    4330","    10.5"
"535","90100","CR34  ","  310010","   11260","    36.5","    4090","    28.5","    3060","    21.0","    1460","    10.0","    3140","     730","    19.0","    2370","    21.0","    75.5","    2860","     9.0"
"536","90100","CR35  ","  422200","   10730","    25.5","    3940","    27.5","    3200","    22.5","    1700","    12.0","    4060","    1140","    17.0","    3190","    29.5","    78.5","    5870","    14.0"
"537","90100","CR36  ","  496710","   15830","    32.0","    5050","    25.0","    4010","    20.0","    2040","    10.0","    4700","    1570","    16.5","    3970","    25.0","    84.5","    5190","    10.5"
"538","90100","CR37  ","  181600","    5840","    32.0","    2070","    27.0","    1760","    23.0","    1010","    13.0","    1440","     410","    26.0","     740","    12.5","    51.5","    2300","    12.5"
"539","90100","CR38  ","  151800","    4800","    31.5","    1820","    28.5","    1380","    21.5","     680","    10.5","    3120","     690","    17.5","    2560","    53.5","    82.0","    1890","    12.5"
"540","90100","CR39  ","  392260","   19290","    49.0","    5660","    23.0","    4750","    19.5","    2140","     8.5","    6790","    1580","    17.5","    5160","    27.0","    76.0","    6430","    16.5"
"541","90100","CR40  ","  274940","   10790","    39.0","    4130","    28.0","    3470","    23.5","    1760","    12.0","    4360","    1380","    20.0","    3460","    32.0","    79.5","    1300","     4.5"
"542","90100","GM1680","   15480","     360","    23.0","     170","    32.0","     150","    28.5","      90","    17.5","     120","      50","    26.0","      70","    19.5","    60.5","     140","     9.0"
"543","90100","GM0738","    8380","     100","    12.0","      40","    31.5","      30","    22.0","      10","     9.5","      10","       0","       .","      10","     7.0","    78.0","      50","     5.5"
"544","90100","GM0358","   19760","     260","    13.0","      90","    27.0","      60","    19.0","      30","     9.5","     170","      30","    11.0","     140","    53.5","    82.0","      40","     2.0"
"545","90100","GM0197","   16880","     340","    20.0","     100","    24.5","      90","    22.0","      60","    13.0","     260","      80","    26.0","     200","    59.5","    78.0","     320","    19.0"
"546","90100","GM0059","   17760","     760","    42.5","     240","    24.5","     210","    21.5","     110","    11.5","     380","     130","    14.0","     310","    41.5","    83.5","     240","    13.0"
"547","90100","GM0482","   12170","     330","    27.5","     100","    25.0","      80","    20.0","      50","    11.0","      50","      20","    26.5","      30","     8.0","    60.0","      70","     6.0"
"548","90100","GM0613","   16240","     260","    16.0","     100","    27.5","      80","    23.5","      40","    11.0","     200","      40","    17.5","     150","    57.5","    76.5","      50","     3.0"
"549","90100","GM0361","   71370","    2570","    36.0","     870","    26.5","     680","    20.5","     350","    11.0","     790","     270","    19.5","     680","    26.5","    86.0","     540","     7.5"
"550","90100","GM0141","   46730","    3130","    67.0","     960","    24.0","     810","    20.0","     390","    10.0","     860","     170","     7.5","     750","    24.0","    87.5","     610","    13.0"
"551","90100","GM0034","  139900","    6180","    44.0","    2310","    27.5","    2100","    25.0","    1090","    13.0","    2220","     810","    19.5","    1810","    29.5","    81.5","     550","     4.0"
"552","90100","GM0484","   70490","    1690","    24.0","     650","    29.5","     460","    21.0","     260","    12.0","     450","     170","    20.0","     370","    21.5","    82.0","     560","     8.0"
"553","90100","GM1723","    6360","      80","    12.5","      30","    33.0","      30","    27.0","      20","    18.0","      20","       0","       .","      10","    16.5","    72.0","      40","     6.0"
"554","90100","GM0060","    2210","      10","     3.5","      10","    45.5","       0","       .","       0","       .","       0","       0","       .","       0","       .","       .","      20","     7.5"
"555","90100","GM0307","  102680","    3480","    34.0","    1090","    25.0","     880","    20.0","     420","     9.5","    1440","     460","    19.5","    1180","    34.0","    81.5","     910","     9.0"
"556","90100","GM0362","   56900","    1060","    18.5","     380","    27.5","     330","    24.0","     160","    12.0","     570","     180","    25.5","     450","    42.5","    79.5","     130","     2.0"
"557","90100","GM0363","  609570","   41740","    68.5","   10470","    20.0","    9750","    18.5","    4720","     9.0","   17760","    3190","    15.5","   10370","    25.0","    58.5","    3610","     6.0"
